mpio;cod_mpio;nom_mpio;provincia;nom_dpto
1;5001;MEDELLÍN;VALLE DEL ABURRA;ANTIOQUIA
2;5002;ABEJORRAL;ORIENTE;ANTIOQUIA
4;5004;ABRIAQUÍ;OCCIDENTE;ANTIOQUIA
21;5021;ALEJANDRÍA;ORIENTE;ANTIOQUIA
30;5030;AMAGÁ;SUROESTE;ANTIOQUIA
31;5031;AMALFI;NORDESTE;ANTIOQUIA
34;5034;ANDES;SUROESTE;ANTIOQUIA
36;5036;ANGELOPOLIS;SUROESTE;ANTIOQUIA
38;5038;ANGOSTURA;NORTE;ANTIOQUIA
40;5040;ANORÍ;NORDESTE;ANTIOQUIA
42;5042;SANTAFÉ DE ANTIOQUIA;OCCIDENTE;ANTIOQUIA
44;5044;ANZA;OCCIDENTE;ANTIOQUIA
45;5045;APARTADÓ;URABA;ANTIOQUIA
51;5051;ARBOLETES;URABA;ANTIOQUIA
55;5055;ARGELIA;ORIENTE;ANTIOQUIA
59;5059;ARMENIA;OCCIDENTE;ANTIOQUIA
79;5079;BARBOSA;VALLE DEL ABURRA;ANTIOQUIA
86;5086;BELMIRA;NORTE;ANTIOQUIA
88;5088;BELLO;VALLE DEL ABURRA;ANTIOQUIA
91;5091;BETANIA;SUROESTE;ANTIOQUIA
93;5093;BETULIA;SUROESTE;ANTIOQUIA
101;5101;CIUDAD BOLÍVAR;SUROESTE;ANTIOQUIA
107;5107;BRICEÑO;NORTE;ANTIOQUIA
113;5113;BURITICÁ;OCCIDENTE;ANTIOQUIA
120;5120;CÁCERES;BAJO CAUCA;ANTIOQUIA
125;5125;CAICEDO;SUROESTE;ANTIOQUIA
129;5129;CALDAS;VALLE DEL ABURRA;ANTIOQUIA
134;5134;CAMPAMENTO;NORTE;ANTIOQUIA
138;5138;CAÑASGORDAS;OCCIDENTE;ANTIOQUIA
142;5142;CARACOLÍ;MAGDALENA MEDIO;ANTIOQUIA
145;5145;CARAMANTA;SUROESTE;ANTIOQUIA
147;5147;CAREPA;URABA;ANTIOQUIA
148;5148;CARMEN DE VIBORAL;ORIENTE;ANTIOQUIA
150;5150;CAROLINA;NORTE;ANTIOQUIA
154;5154;CAUCASIA;BAJO CAUCA;ANTIOQUIA
172;5172;CHIGORODÓ;URABA;ANTIOQUIA
190;5190;CISNEROS;NORDESTE;ANTIOQUIA
197;5197;COCORNÁ;ORIENTE;ANTIOQUIA
206;5206;CONCEPCIÓN;ORIENTE;ANTIOQUIA
209;5209;CONCORDIA;SUROESTE;ANTIOQUIA
212;5212;COPACABANA;VALLE DEL ABURRA;ANTIOQUIA
234;5234;DABEIBA;OCCIDENTE;ANTIOQUIA
237;5237;DON MATiAS;NORTE;ANTIOQUIA
240;5240;EBÉJICO;OCCIDENTE;ANTIOQUIA
250;5250;EL BAGRE;BAJO CAUCA;ANTIOQUIA
264;5264;ENTRERRIOS;NORTE;ANTIOQUIA
266;5266;ENVIGADO;VALLE DEL ABURRA;ANTIOQUIA
282;5282;FREDONIA;SUROESTE;ANTIOQUIA
284;5284;FRONTINO;OCCIDENTE;ANTIOQUIA
306;5306;GIRALDO;OCCIDENTE;ANTIOQUIA
308;5308;GIRARDOTA;VALLE DEL ABURRA;ANTIOQUIA
310;5310;GÓMEZ PLATA;NORTE;ANTIOQUIA
313;5313;GRANADA;ORIENTE;ANTIOQUIA
315;5315;GUADALUPE;NORTE;ANTIOQUIA
318;5318;GUARNE;ORIENTE;ANTIOQUIA
321;5321;GUATAPE;ORIENTE;ANTIOQUIA
347;5347;HELICONIA;OCCIDENTE;ANTIOQUIA
353;5353;HISPANIA;SUROESTE;ANTIOQUIA
360;5360;ITAGUI;VALLE DEL ABURRA;ANTIOQUIA
361;5361;ITUANGO;NORTE;ANTIOQUIA
364;5364;JARDÍN;SUROESTE;ANTIOQUIA
368;5368;JERICÓ;SUROESTE;ANTIOQUIA
376;5376;LA CEJA;ORIENTE;ANTIOQUIA
380;5380;LA ESTRELLA;VALLE DEL ABURRA;ANTIOQUIA
390;5390;LA PINTADA;SUROESTE;ANTIOQUIA
400;5400;LA UNIÓN;ORIENTE;ANTIOQUIA
411;5411;LIBORINA;OCCIDENTE;ANTIOQUIA
425;5425;MACEO;MAGDALENA MEDIO;ANTIOQUIA
440;5440;MARINILLA;ORIENTE;ANTIOQUIA
467;5467;MONTEBELLO;SUROESTE;ANTIOQUIA
475;5475;MURINDÓ;URABA;ANTIOQUIA
480;5480;MUTATA;URABA;ANTIOQUIA
483;5483;NARIÑO;ORIENTE;ANTIOQUIA
490;5490;NECOCLÍ;URABA;ANTIOQUIA
495;5495;NECHÍ;BAJO CAUCA;ANTIOQUIA
501;5501;OLAYA;OCCIDENTE;ANTIOQUIA
541;5541;PEÑOL;ORIENTE;ANTIOQUIA
543;5543;PEQUE;OCCIDENTE;ANTIOQUIA
576;5576;PUEBLORRICO;SUROESTE;ANTIOQUIA
579;5579;PUERTO BERRiO;MAGDALENA MEDIO;ANTIOQUIA
585;5585;PUERTO NARE;MAGDALENA MEDIO;ANTIOQUIA
591;5591;PUERTO TRIUNFO;MAGDALENA MEDIO;ANTIOQUIA
604;5604;REMEDIOS;NORDESTE;ANTIOQUIA
607;5607;RETIRO;ORIENTE;ANTIOQUIA
615;5615;RIONEGRO;ORIENTE;ANTIOQUIA
628;5628;SABANALARGA;OCCIDENTE;ANTIOQUIA
631;5631;SABANETA;VALLE DEL ABURRA;ANTIOQUIA
642;5642;SALGAR;SUROESTE;ANTIOQUIA
647;5647;SAN ANDRÉS;NORTE;ANTIOQUIA
649;5649;SAN CARLOS;ORIENTE;ANTIOQUIA
652;5652;SAN FRANCISCO;ORIENTE;ANTIOQUIA
656;5656;SAN JERÓNIMO;OCCIDENTE;ANTIOQUIA
658;5658;SAN JOSÉ DE LA MONTAÑA;NORTE;ANTIOQUIA
659;5659;SAN JUAN DE URABA;URABA;ANTIOQUIA
660;5660;SAN LUIS;ORIENTE;ANTIOQUIA
664;5664;SAN PEDRO;NORTE;ANTIOQUIA
665;5665;SAN PEDRO DE URABA;URABA;ANTIOQUIA
667;5667;SAN RAFAEL;ORIENTE;ANTIOQUIA
670;5670;SAN ROQUE;NORDESTE;ANTIOQUIA
674;5674;SAN VICENTE;ORIENTE;ANTIOQUIA
679;5679;SANTA BaRBARA;SUROESTE;ANTIOQUIA
686;5686;SANTA ROSA de osos;NORTE;ANTIOQUIA
690;5690;SANTO DOMINGO;NORDESTE;ANTIOQUIA
697;5697;SANTUARIO;ORIENTE;ANTIOQUIA
736;5736;SEGOVIA;NORDESTE;ANTIOQUIA
756;5756;SONSON;ORIENTE;ANTIOQUIA
761;5761;SOPETRaN;OCCIDENTE;ANTIOQUIA
789;5789;TÁMESIS;SUROESTE;ANTIOQUIA
790;5790;TARAZÁ;BAJO CAUCA;ANTIOQUIA
792;5792;TARSO;SUROESTE;ANTIOQUIA
809;5809;TITIRIBÍ;SUROESTE;ANTIOQUIA
819;5819;TOLEDO;NORTE;ANTIOQUIA
837;5837;TURBO;URABA;ANTIOQUIA
842;5842;URAMITA;OCCIDENTE;ANTIOQUIA
847;5847;URRAO;SUROESTE;ANTIOQUIA
854;5854;VALDIVIA;NORTE;ANTIOQUIA
856;5856;VALPARAISO;SUROESTE;ANTIOQUIA
858;5858;VEGACHÍ;NORDESTE;ANTIOQUIA
861;5861;VENECIA;SUROESTE;ANTIOQUIA
873;5873;VIGÍA DEL FUERTE;URABA;ANTIOQUIA
885;5885;YALÍ;NORDESTE;ANTIOQUIA
887;5887;YARUMAL;NORTE;ANTIOQUIA
890;5890;YOLOMBÓ;NORDESTE;ANTIOQUIA
893;5893;YONDÓ;MAGDALENA MEDIO;ANTIOQUIA
895;5895;ZARAGOZA;BAJO CAUCA;ANTIOQUIA
1;8001;BARRANQUILLA;NORTE;ATLÁNTICO
78;8078;BARANOA;CENTRO ORIENTE;ATLÁNTICO
137;8137;CAMPO DE LA CRUZ;SUR;ATLÁNTICO
141;8141;CANDELARIA;SUR;ATLÁNTICO
296;8296;GALAPA;NORTE;ATLÁNTICO
372;8372;JUAN DE ACOSTA;OCCIDENTAL;ATLÁNTICO
421;8421;LURUACO;SUR;ATLÁNTICO
433;8433;MALAMBO;NORTE;ATLÁNTICO
436;8436;MANATi;SUR;ATLÁNTICO
520;8520;PALMAR DE VARELA;CENTRO ORIENTE;ATLÁNTICO
549;8549;PIOJÓ;OCCIDENTAL;ATLÁNTICO
558;8558;POLONUEVO;CENTRO ORIENTE;ATLÁNTICO
560;8560;PONEDERA;CENTRO ORIENTE;ATLÁNTICO
573;8573;PUERTO COLOMBIA;NORTE;ATLÁNTICO
606;8606;REPELON;SUR;ATLÁNTICO
634;8634;Sabanagrande;CENTRO ORIENTE;ATLÁNTICO
638;8638;SABANALARGA;CENTRO ORIENTE;ATLÁNTICO
675;8675;SANTA LUCiA;SUR;ATLÁNTICO
685;8685;Santo Tomas;CENTRO ORIENTE;ATLÁNTICO
758;8758;SOLEDAD;NORTE;ATLÁNTICO
770;8770;SUAN;SUR;ATLÁNTICO
832;8832;TUBARA;OCCIDENTAL;ATLÁNTICO
849;8849;USIACURi;OCCIDENTAL;ATLÁNTICO
1;11001;BOGOTA D.C.;BOGOTA;BOGOTÁ D.C.
1;13001;CARTAGENA;DIQUE BOLIVARENSE;BOLIVAR
6;13006;ACHÍ;MOJANA BOLIVARENSE;BOLIVAR
30;13030;ALTOS DEL ROSARIO;LOBA;BOLIVAR
42;13042;ARENAL;MAGDALENA MEDIO BOLIVARENSE;BOLIVAR
52;13052;ARJONA;DIQUE BOLIVARENSE;BOLIVAR
62;13062;ARROYOHONDO;DIQUE BOLIVARENSE;BOLIVAR
74;13074;BARRANCO DE LOBA;LOBA;BOLIVAR
140;13140;CALAMAR;DIQUE BOLIVARENSE;BOLIVAR
160;13160;CANTAGALLO;MAGDALENA MEDIO BOLIVARENSE;BOLIVAR
188;13188;CICUCO;DEPRESION MOMPOSINA;BOLIVAR
212;13212;CÓRDOBA;MONTES DE MARIA;BOLIVAR
222;13222;CLEMENCIA;DIQUE BOLIVARENSE;BOLIVAR
244;13244;CARMEN DE BOLÍVAR;MONTES DE MARIA;BOLIVAR
248;13248;EL GUAMO;MONTES DE MARIA;BOLIVAR
268;13268;EL PEÑON;LOBA;BOLIVAR
300;13300;HATILLO DE LOBA;DEPRESION MOMPOSINA;BOLIVAR
430;13430;MAGANGUÉ;MOJANA BOLIVARENSE;BOLIVAR
433;13433;MAHATES;DIQUE BOLIVARENSE;BOLIVAR
440;13440;MARGARITA;DEPRESION MOMPOSINA;BOLIVAR
442;13442;MARÍA LA BAJA;MONTES DE MARIA;BOLIVAR
458;13458;MONTECRISTO;MOJANA BOLIVARENSE;BOLIVAR
468;13468;MOMPÓS;DEPRESION MOMPOSINA;BOLIVAR
473;13473;MORALES;MAGDALENA MEDIO BOLIVARENSE;BOLIVAR
549;13549;PINILLOS;MOJANA BOLIVARENSE;BOLIVAR
580;13580;REGIDOR;LOBA;BOLIVAR
600;13600;RÍO VIEJO;LOBA;BOLIVAR
620;13620;SAN CRISTOBAL;DIQUE BOLIVARENSE;BOLIVAR
647;13647;SAN ESTANISLAO;DIQUE BOLIVARENSE;BOLIVAR
650;13650;SAN FERNANDO;DEPRESION MOMPOSINA;BOLIVAR
654;13654;SAN JACINTO;MONTES DE MARIA;BOLIVAR
655;13655;SAN JACINTO DEL CAUCA;MOJANA BOLIVARENSE;BOLIVAR
657;13657;SAN JUAN NEPOMUCENO;MONTES DE MARIA;BOLIVAR
667;13667;SAN MARTIN DE LOBA;LOBA;BOLIVAR
670;13670;SAN PABLO;MAGDALENA MEDIO BOLIVARENSE;BOLIVAR
673;13673;SANTA CATALINA;DIQUE BOLIVARENSE;BOLIVAR
683;13683;SANTA ROSA DE LIMA; DIQUE BOLIVARENSE ;BOLIVAR
688;13688;SANTA ROSA DEL SUR;MAGDALENA MEDIO BOLIVARENSE;BOLIVAR
744;13744;SIMITÍ;MAGDALENA MEDIO BOLIVARENSE;BOLIVAR
760;13760;SOPLAVIENTO;DIQUE BOLIVARENSE;BOLIVAR
780;13780;TALAIGUA NUEVO;DEPRESION MOMPOSINA;BOLIVAR
810;13810;TIQUISIO;MOJANA BOLIVARENSE;BOLIVAR
836;13836;TURBACO;DIQUE BOLIVARENSE;BOLIVAR
838;13838;TURBANA;DIQUE BOLIVARENSE;BOLIVAR
873;13873;VILLANUEVA;DIQUE BOLIVARENSE;BOLIVAR
894;13894;ZAMBRANO;MONTES DE MARIA;BOLIVAR
1;15001;TUNJA;CENTRO;BOYACÁ
22;15022;ALMEIDA;ORIENTE;BOYACÁ
47;15047;AQUITANIA;SUGAMUXI;BOYACÁ
51;15051;ARCABUCO;RICAURTE;BOYACÁ
87;15087;BELÉN;TUNDAMA;BOYACÁ
90;15090;BERBEO;LENGUPA;BOYACÁ
92;15092;BETÉITIVA;VALDERRAMA;BOYACÁ
97;15097;BOAVITA;NORTE;BOYACÁ
104;15104;BOYACÁ;MARQUEZ;BOYACÁ
106;15106;BRICEÑO;OCCIDENTE;BOYACÁ
109;15109;BUENAVISTA;OCCIDENTE;BOYACÁ
114;15114;BUSBANZÁ;TUNDAMA;BOYACÁ
131;15131;CALDAS;OCCIDENTE;BOYACÁ
135;15135;CAMPOHERMOSO;LENGUPA;BOYACÁ
162;15162;CERINZA;TUNDAMA;BOYACÁ
172;15172;CHINAVITA;NEIRA;BOYACÁ
176;15176;CHIQUINQUIRÁ;OCCIDENTE;BOYACÁ
180;15180;CHISCAS;GUTIERREZ;BOYACÁ
183;15183;CHITA;VALDERRAMA;BOYACÁ
185;15185;CHITARAQUE;RICAURTE;BOYACÁ
187;15187;CHIVATÁ;CENTRO;BOYACÁ
189;15189;CIÉNEGA;MARQUEZ;BOYACÁ
204;15204;CÓMBITA;CENTRO;BOYACÁ
212;15212;COPER;OCCIDENTE;BOYACÁ
215;15215;CORRALES;TUNDAMA;BOYACÁ
218;15218;COVARACHÍA;NORTE;BOYACÁ
223;15223;CUBARÁ;GUTIERREZ;BOYACÁ
224;15224;CUCAITA;CENTRO;BOYACÁ
226;15226;CUÍTIVA;SUGAMUXI;BOYACÁ
232;15232;CHÍQUIZA;CENTRO;BOYACÁ
236;15236;CHIVOR;ORIENTE;BOYACÁ
238;15238;DUITAMA;TUNDAMA;BOYACÁ
244;15244;EL COCUY;GUTIERREZ;BOYACÁ
248;15248;EL ESPINO;GUTIERREZ;BOYACÁ
272;15272;FIRAVITOBA;SUGAMUXI;BOYACÁ
276;15276;FLORESTA;TUNDAMA;BOYACÁ
293;15293;GACHANTIVÁ;RICAURTE;BOYACÁ
296;15296;GAMEZA;SUGAMUXI;BOYACÁ
299;15299;GARAGOA;NEIRA;BOYACÁ
317;15317;GUACAMAYAS;GUTIERREZ;BOYACÁ
322;15322;GUATEQUE;ORIENTE;BOYACÁ
325;15325;GUAYATÁ;ORIENTE;BOYACÁ
332;15332;GÜICÁN;GUTIERREZ;BOYACÁ
362;15362;IZA;SUGAMUXI;BOYACÁ
367;15367;JENESANO;MARQUEZ;BOYACÁ
368;15368;JERICÓ;VALDERRAMA;BOYACÁ
377;15377;LABRANZAGRANDE;LA LIBERTAD;BOYACÁ
380;15380;LA CAPILLA;ORIENTE;BOYACÁ
401;15401;LA VICTORIA;OCCIDENTE;BOYACÁ
403;15403;LA UVITA;NORTE;BOYACÁ
407;15407;VILLA DE LEYVA;RICAURTE;BOYACÁ
425;15425;MACANAL;NEIRA;BOYACÁ
442;15442;MARIPÍ;OCCIDENTE;BOYACÁ
455;15455;MIRAFLORES;LENGUPA;BOYACÁ
464;15464;MONGUA;SUGAMUXI;BOYACÁ
466;15466;MONGUÍ;SUGAMUXI;BOYACÁ
469;15469;MONIQUIRÁ;RICAURTE;BOYACÁ
476;15476;MOTAVITA;CENTRO;BOYACÁ
480;15480;MUZO;OCCIDENTE;BOYACÁ
491;15491;NOBSA;SUGAMUXI;BOYACÁ
494;15494;NUEVO COLÓN;MARQUEZ;BOYACÁ
500;15500;OICATÁ;CENTRO;BOYACÁ
507;15507;OTANCHE;OCCIDENTE;BOYACÁ
511;15511;PACHAVITA;NEIRA;BOYACÁ
514;15514;PÁEZ;LENGUPA;BOYACÁ
516;15516;PAIPA;TUNDAMA;BOYACÁ
518;15518;PAJARITO;LA LIBERTAD;BOYACÁ
522;15522;PANQUEBA;GUTIERREZ;BOYACÁ
531;15531;PAUNA;OCCIDENTE;BOYACÁ
533;15533;PAYA;LA LIBERTAD;BOYACÁ
537;15537;PAZ DE RÍO;VALDERRAMA;BOYACÁ
542;15542;PESCA;SUGAMUXI;BOYACÁ
550;15550;PISBA;LA LIBERTAD;BOYACÁ
572;15572;PUERTO BOYACa;OCCIDENTE;BOYACÁ
580;15580;QUÍPAMA;OCCIDENTE;BOYACÁ
599;15599;RAMIRIQUÍ;MARQUEZ;BOYACÁ
600;15600;RÁQUIRA;RICAURTE;BOYACÁ
621;15621;RONDÓN;MARQUEZ;BOYACÁ
632;15632;SABOYÁ;OCCIDENTE;BOYACÁ
638;15638;SÁCHICA;RICAURTE;BOYACÁ
646;15646;SAMACÁ;CENTRO;BOYACÁ
660;15660;SAN EDUARDO;LENGUPA;BOYACÁ
664;15664;SAN JOSÉ DE PARE;RICAURTE;BOYACÁ
667;15667;SAN LUIS DE GACENO;NEIRA;BOYACÁ
673;15673;SAN MATEO;NORTE;BOYACÁ
676;15676;SAN MIGUEL DE SEMA;OCCIDENTE;BOYACÁ
681;15681;SAN PABLO BORBUR;OCCIDENTE;BOYACÁ
686;15686;SANTANA;RICAURTE;BOYACÁ
690;15690;SANTA MARÍA;NEIRA;BOYACÁ
693;15693;SAN ROSA VITERBO;TUNDAMA;BOYACÁ
696;15696;SANTA SOFÍA;RICAURTE;BOYACÁ
720;15720;SATIVANORTE;NORTE;BOYACÁ
723;15723;SATIVASUR;NORTE;BOYACÁ
740;15740;SIACHOQUE;CENTRO;BOYACÁ
753;15753;SOATÁ;NORTE;BOYACÁ
755;15755;SOCOTÁ;VALDERRAMA;BOYACÁ
757;15757;SOCHA;VALDERRAMA;BOYACÁ
759;15759;SOGAMOSO;SUGAMUXI;BOYACÁ
761;15761;SOMONDOCO;ORIENTE;BOYACÁ
762;15762;SORA;CENTRO;BOYACÁ
763;15763;SOTAQUIRÁ;CENTRO;BOYACÁ
764;15764;SORACÁ;CENTRO;BOYACÁ
774;15774;SUSACÓN;NORTE;BOYACÁ
776;15776;SUTAMARCHÁN;RICAURTE;BOYACÁ
778;15778;SUTATENZA;ORIENTE;BOYACÁ
790;15790;TASCO;VALDERRAMA;BOYACÁ
798;15798;TENZA;ORIENTE;BOYACÁ
804;15804;TIBANÁ;MARQUEZ;BOYACÁ
806;15806;TIBASOSA;SUGAMUXI;BOYACÁ
808;15808;TINJACÁ;RICAURTE;BOYACÁ
810;15810;TIPACOQUE;NORTE;BOYACÁ
814;15814;TOCA;CENTRO;BOYACÁ
816;15816;TOGÜÍ;RICAURTE;BOYACÁ
820;15820;TÓPAGA;SUGAMUXI;BOYACÁ
822;15822;TOTA;SUGAMUXI;BOYACÁ
832;15832;TUNUNGUÁ;OCCIDENTE;BOYACÁ
835;15835;TURMEQUÉ;MARQUEZ;BOYACÁ
837;15837;TUTA;CENTRO;BOYACÁ
839;15839;TUTAZÁ;TUNDAMA;BOYACÁ
842;15842;UMBITA;MARQUEZ;BOYACÁ
861;15861;VENTAQUEMADA;CENTRO;BOYACÁ
879;15879;VIRACACHÁ;MARQUEZ;BOYACÁ
897;15897;ZETAQUIRA;LENGUPA;BOYACÁ
1;17001;MANIZALES;CENTRO;CALDAS
13;17013;AGUADAS;NORTE;CALDAS
42;17042;ANSERMA;BAJO OCCIDENTE;CALDAS
50;17050;ARANZAZU;NORTE;CALDAS
88;17088;BELALCÁZAR;BAJO OCCIDENTE;CALDAS
174;17174;CHINCHINa;CENTRO;CALDAS
272;17272;FILADELFIA;ALTO OCCIDENTE;CALDAS
380;17380;LA DORADA;ORIENTE;CALDAS
388;17388;LA MERCED;ALTO OCCIDENTE;CALDAS
433;17433;MANZANARES;ALTO ORIENTE;CALDAS
442;17442;MARMATO;ALTO OCCIDENTE;CALDAS
444;17444;MARQUETALIA;ALTO ORIENTE;CALDAS
446;17446;MARULANDA;ALTO ORIENTE;CALDAS
486;17486;NEIRA;CENTRO;CALDAS
495;17495;NORCASIA;ORIENTE;CALDAS
513;17513;PÁCORA;NORTE;CALDAS
524;17524;PALESTINA;CENTRO;CALDAS
541;17541;PENSILVANIA;ALTO ORIENTE;CALDAS
614;17614;RIOSUCIO;ALTO OCCIDENTE;CALDAS
616;17616;RISARALDA;BAJO OCCIDENTE;CALDAS
653;17653;SALAMINA;NORTE;CALDAS
662;17662;SAMANÁ;ORIENTE;CALDAS
665;17665;SAN JOSÉ;BAJO OCCIDENTE;CALDAS
777;17777;SUPÍA;ALTO OCCIDENTE;CALDAS
867;17867;VICTORIA;ORIENTE;CALDAS
873;17873;VILLAMARiA;CENTRO;CALDAS
877;17877;VITERBO;BAJO OCCIDENTE;CALDAS
1;18001;FLORENCIA;CAQUETA;CAQUETA
29;18029;ALBANIA;CAQUETA;CAQUETA
94;18094;BELÉN DE LOS ANDAQUIES;CAQUETA;CAQUETA
150;18150;CARTAGENA DEL CHAIRÁ;CAQUETA;CAQUETA
205;18205;CURRILLO;CAQUETA;CAQUETA
247;18247;EL DONCELLO;CAQUETA;CAQUETA
256;18256;EL PAUJIL;CAQUETA;CAQUETA
410;18410;LA MONTAÑITA;CAQUETA;CAQUETA
460;18460;MILaN;CAQUETA;CAQUETA
479;18479;MORELIA;CAQUETA;CAQUETA
592;18592;PUERTO RICO;CAQUETA;CAQUETA
610;18610;SAN JOSE DEL FRAGUA;CAQUETA;CAQUETA
753;18753;SAN VICENTE DEL CAGUÁN;CAQUETA;CAQUETA
756;18756;SOLANO;CAQUETA;CAQUETA
785;18785;SOLITA;CAQUETA;CAQUETA
860;18860;VALPARAISO;CAQUETA;CAQUETA
1;19001;POPAYÁN;CENTRO;CAUCA
22;19022;ALMAGUER;SUR ;CAUCA
50;19050;ARGELIA;SUR ;CAUCA
75;19075;BALBOA;SUR ;CAUCA
100;19100;BOLÍVAR;SUR ;CAUCA
110;19110;BUENOS AIRES;NORTE;CAUCA
130;19130;CAJIBÍO;CENTRO;CAUCA
137;19137;CALDONO;ORIENTE;CAUCA
142;19142;CALOTO;NORTE;CAUCA
212;19212;CORINTO;NORTE;CAUCA
256;19256;EL TAMBO;CENTRO;CAUCA
290;19290;FLORENCIA;SUR ;CAUCA
318;19318;GUAPI;OCCIDENTE;CAUCA
355;19355;INZÁ;ORIENTE;CAUCA
364;19364;JAMBALO;ORIENTE;CAUCA
392;19392;LA SIERRA;CENTRO;CAUCA
397;19397;LA VEGA;SUR ;CAUCA
418;19418;LOPEZ;OCCIDENTE;CAUCA
450;19450;MERCADERES;SUR ;CAUCA
455;19455;MIRANDA;NORTE;CAUCA
473;19473;MORALES;CENTRO;CAUCA
513;19513;PADILLA;NORTE;CAUCA
517;19517;PAEZ;ORIENTE;CAUCA
532;19532;PATIA;SUR ;CAUCA
533;19533;PIAMONTE;SUR ;CAUCA
548;19548;PIENDAMO;CENTRO;CAUCA
573;19573;PUERTO TEJADA;NORTE;CAUCA
585;19585;PURACE;ORIENTE;CAUCA
622;19622;ROSAS;CENTRO;CAUCA
693;19693;SAN SEBASTIAN;SUR ;CAUCA
698;19698;SANTANDER DE QUILICHAO;NORTE;CAUCA
701;19701;SANTA ROSA;SUR ;CAUCA
743;19743;Silvia;ORIENTE;CAUCA
760;19760;SOTARA;CENTRO;CAUCA
780;19780;SUAREZ;NORTE;CAUCA
785;19785;SUCRE;SUR ;CAUCA
807;19807;TIMBIO;CENTRO;CAUCA
809;19809;TIMBIQUI;OCCIDENTE;CAUCA
821;19821;TORIBIO;ORIENTE;CAUCA
824;19824;TOTORO;ORIENTE;CAUCA
845;19845;VILLA RICA;NORTE;CAUCA
1;20001;VALLEDUPAR;NORTE;CESAR
11;20011;AGUACHICA;SUR ;CESAR
13;20013;AGUSTÍN CODAZZI;NORTE;CESAR
32;20032;ASTREA;NOROCCIDENTAL;CESAR
45;20045;BECERRIL;CENTRAL;CESAR
60;20060;BOSCONIA;NOROCCIDENTAL;CESAR
175;20175;CHIMICHAGUA;CENTRAL;CESAR
178;20178;CHIRIGUANA;CENTRAL;CESAR
228;20228;CURUMANÍ;CENTRAL;CESAR
238;20238;EL COPEY;NOROCCIDENTAL;CESAR
250;20250;EL PASO;NOROCCIDENTAL;CESAR
295;20295;GAMARRA;SUR ;CESAR
310;20310;GONZÁLEZ;SUR ;CESAR
383;20383;LA GLORIA;SUR ;CESAR
400;20400;LA JAGUA DE IBIRICO;CENTRAL;CESAR
443;20443;MANAURE;NORTE;CESAR
517;20517;PAILITAS;CENTRAL;CESAR
550;20550;PELAYA;SUR ;CESAR
570;20570;PUEBLO BELLO;NORTE;CESAR
614;20614;RÍO DE ORO;SUR ;CESAR
621;20621;LA PAZ;NORTE;CESAR
710;20710;SAN ALBERTO;SUR ;CESAR
750;20750;SAN DIEGO;NORTE;CESAR
770;20770;SAN MARTÍN;SUR ;CESAR
787;20787;TAMALAMEQUE;CENTRAL;CESAR
1;23001;MONTERÍA;CENTRO;CORDOBA
68;23068;AYAPEL;SAN JORGE;CORDOBA
79;23079;BUENAVISTA;SAN JORGE;CORDOBA
90;23090;CANALETE;COSTANERA;CORDOBA
162;23162;CERETÉ;SINU MEDIO;CORDOBA
168;23168;CHIMÁ;BAJO SINU;CORDOBA
182;23182;CHINÚ;SABANAS;CORDOBA
189;23189;CIÉNAGA DE ORO;SINU MEDIO;CORDOBA
300;23300;COTORRA;BAJO SINU;CORDOBA
350;23350;LA APARTADA;SAN JORGE;CORDOBA
417;23417;LORICA;BAJO SINU;CORDOBA
419;23419;LOS CÓRDOBAS;COSTANERA;CORDOBA
464;23464;MOMIL;BAJO SINU;CORDOBA
466;23466;MONTELÍBANO;SAN JORGE;CORDOBA
500;23500;MOÑITOS;COSTANERA;CORDOBA
555;23555;PLANETA RICA;SAN JORGE;CORDOBA
570;23570;PUEBLO NUEVO;SAN JORGE;CORDOBA
574;23574;PUERTO ESCONDIDO;COSTANERA;CORDOBA
580;23580;PUERTO LIBERTADOR;SAN JORGE;CORDOBA
586;23586;PURÍSIMA;BAJO SINU;CORDOBA
660;23660;SAHAGÚN;SABANAS;CORDOBA
670;23670;SAN ANDRÉS SOTAVENTO;SABANAS;CORDOBA
672;23672;SAN ANTERO;COSTANERA;CORDOBA
675;23675;SAN BERNARDO DEL VIENTO;COSTANERA;CORDOBA
678;23678;SAN CARLOS;SINU MEDIO;CORDOBA
686;23686;SAN PELAYO;SINU MEDIO;CORDOBA
807;23807;TIERRALTA;ALTO SINU;CORDOBA
855;23855;VALENCIA;ALTO SINU;CORDOBA
